"Test matches, career batting records",,,,,,,,,,
,,,,,,,,,,
Player,Span,Mat,Inns,NO,Runs,HS,Ave,Hundred,Fifty,Duck
Javed Burki (Pakistan),1960-1969,25,48,4,1341,140,30.47,3,4,3
Javed Miandad (Pakistan),1976-1993,124,189,21,8832,280*,52.57,23,43,6
Junaid Khan (Pakistan),2011-2015,22,28,11,122,17,7.17,0,0,5
Kabir Khan (Pakistan),1994-1995,4,5,2,24,10,8,0,0,1
Kamran Akmal (Pakistan),2002-2010,53,92,6,2648,158*,30.79,6,12,14
AH Kardar (Pakistan),1952-1958,23,37,3,847,93,24.91,0,5,1
Khalid Hasan (Pakistan),1954-1954,1,2,1,17,10,17,0,0,0
Khalid Ibadulla (Pakistan),1964-1967,4,8,0,253,166,31.62,1,0,0
Khalid Wazir (Pakistan),1954-1954,2,3,1,14,9*,7,0,0,0
Khan Mohammad (Pakistan),1952-1958,13,17,7,100,26*,10,0,0,3
Khurram Manzoor (Pakistan),2009-2014,16,30,1,817,146,28.17,1,7,3
Liaqat Ali (Pakistan),1975-1978,5,7,3,28,12,7,0,0,1
Mahmood Hussain (Pakistan),1952-1962,27,39,6,336,35,10.18,0,0,8
Majid Khan (Pakistan),1964-1983,63,106,5,3931,167,38.92,8,19,9
Mansoor Akhtar (Pakistan),1980-1990,19,29,3,655,111,25.19,1,3,4
Manzoor Elahi (Pakistan),1984-1995,6,10,2,123,52,15.37,0,1,3
Maqsood Ahmed (Pakistan),1952-1955,16,27,1,507,99,19.5,0,2,2
Masood Anwar (Pakistan),1990-1990,1,2,0,39,37,19.5,0,0,0
W Mathias (Pakistan),1955-1962,21,36,3,783,77,23.72,0,3,3
Miran Bakhsh (Pakistan),1955-1955,2,3,2,1,1*,1,0,0,1
Misbah-ul-Haq (Pakistan),2001-2017,75,132,20,5222,161*,46.62,10,39,9
Mohammad Abbas (Pakistan),2017-2018,8,12,7,22,5,4.4,0,0,1
Mohammad Akram (Pakistan),1995-2001,9,15,6,24,10*,2.66,0,0,5
Mohammad Amir (Pakistan),2009-2018,33,61,10,702,48,13.76,0,0,6
Mohammad Asif (Pakistan),2005-2010,23,38,13,141,29,5.64,0,0,14
Mohammad Aslam (Pakistan),1954-1954,1,2,0,34,18,17,0,0,0
Mohammad Ayub (Pakistan),2012-2012,1,2,0,47,25,23.5,0,0,0
Mohammad Farooq (Pakistan),1960-1965,7,9,4,85,47,17,0,0,1
Mohammad Hafeez (Pakistan),2003-2016,50,96,8,3452,224,39.22,9,12,7
Mohammad Hussain (Pakistan),1996-1998,2,3,0,18,17,6,0,0,1
Mohammad Ilyas (Pakistan),1964-1969,10,19,0,441,126,23.21,1,2,1
Mohammad Irfan (Pakistan),2013-2013,4,7,2,28,14,5.6,0,0,2
Mohammad Khalil (Pakistan),2004-2005,2,4,1,9,5,3,0,0,1
Mohammad Munaf (Pakistan),1959-1962,4,7,2,63,19,12.6,0,0,0
Mohammad Nawaz (Pakistan),2016-2016,3,4,0,50,25,12.5,0,0,1
Mohammad Nazir (Pakistan),1969-1983,14,18,10,144,29*,18,0,0,3
Mohammad Ramzan (Pakistan),1997-1997,1,2,0,36,29,18,0,0,0
Mohammad Rizwan (Pakistan),2016-2016,1,2,1,13,13*,13,0,0,1
Mohammad Salman (Pakistan),2011-2011,2,4,0,25,13,6.25,0,0,1
Mohammad Sami (Pakistan),2001-2012,36,56,14,487,49,11.59,0,0,8
Mohammad Talha (Pakistan),2009-2014,4,5,1,34,19,8.5,0,0,1
Mohammad Wasim (Pakistan),1996-2000,18,28,2,783,192,30.11,2,2,3
Mohammad Yousuf (Pakistan),1998-2010,90,156,12,7530,223,52.29,24,33,11
Mohammad Zahid (Pakistan),1996-2003,5,6,1,7,6*,1.4,0,0,4
Mohsin Kamal (Pakistan),1984-1994,9,11,7,37,13*,9.25,0,0,1
Mohsin Khan (Pakistan),1978-1986,48,79,6,2709,200,37.1,7,9,3
Moin Khan (Pakistan),1990-2004,69,104,8,2741,137,28.55,4,15,5
Mudassar Nazar (Pakistan),1976-1989,76,116,8,4114,231,38.09,10,17,7
Mufasir-ul-Haq (Pakistan),1965-1965,1,1,1,8,8*,-,0,0,0
Munir Malik (Pakistan),1959-1962,3,4,1,7,4,2.33,0,0,1
Mushtaq Ahmed (Pakistan),1990-2003,52,72,16,656,59,11.71,0,2,14
Mushtaq Mohammad (Pakistan),1959-1979,57,100,7,3643,201,39.17,10,19,4
Nadeem Abbasi (Pakistan),1989-1989,3,2,0,46,36,23,0,0,0
Nadeem Ghauri (Pakistan),1990-1990,1,1,0,0,0,0,0,0,1
Nadeem Khan (Pakistan),1993-1999,2,3,1,34,25,17,0,0,0
Nasim-ul-Ghani (Pakistan),1958-1973,29,50,5,747,101,16.6,1,2,8
Nasir Jamshed (Pakistan),2013-2013,2,4,0,51,46,12.75,0,0,1
Naushad Ali (Pakistan),1965-1965,6,11,0,156,39,14.18,0,0,0
Naved-ul-Hasan (Pakistan),2004-2007,9,15,3,239,42*,19.91,0,0,2
Naved Anjum (Pakistan),1989-1990,2,3,0,44,22,14.66,0,0,0
Naved Ashraf (Pakistan),1998-2000,2,3,0,64,32,21.33,0,0,0
Naved Latif (Pakistan),2002-2002,1,2,0,20,20,10,0,0,1
Nazar Mohammad (Pakistan),1952-1952,5,8,1,277,124*,39.57,1,1,1
Niaz Ahmed (Pakistan),1967-1969,2,3,3,17,16*,-,0,0,0
Pervez Sajjad (Pakistan),1964-1973,19,20,11,123,24,13.66,0,0,2
Qaiser Abbas (Pakistan),2000-2000,1,1,0,2,2,2,0,0,0
Qasim Umar (Pakistan),1983-1986,26,43,2,1502,210,36.63,3,5,2
Rahat Ali (Pakistan),2013-2018,21,31,13,136,35*,7.55,0,0,8
Rameez Raja (Pakistan),1984-1997,57,94,5,2833,122,31.83,2,22,7
Rashid Khan (Pakistan),1982-1985,4,6,3,155,59,51.66,0,1,1
Rashid Latif (Pakistan),1992-2003,37,57,9,1381,150,28.77,1,7,4
SF Rehman (Pakistan),1958-1958,1,2,0,10,8,5,0,0,0
Riaz Afridi (Pakistan),2004-2004,1,1,0,9,9,9,0,0,0
Rizwan-uz-Zaman (Pakistan),1981-1989,11,19,1,345,60,19.16,0,3,2
Sadiq Mohammad (Pakistan),1969-1981,41,74,2,2579,166,35.81,5,10,6
Saeed Ahmed (Pakistan),1958-1973,41,78,4,2991,172,40.41,5,16,2
Saeed Ajmal (Pakistan),2009-2014,35,53,12,451,50,11,0,1,9
Saeed Anwar (Pakistan),1990-2001,55,91,2,4052,188*,45.52,11,25,8
Salahuddin (Pakistan),1965-1969,5,8,2,117,34*,19.5,0,0,0
Saleem Altaf (Pakistan),1967-1978,21,31,12,276,53*,14.52,0,1,4
Saleem Elahi (Pakistan),1995-2003,13,24,1,436,72,18.95,0,1,6
Saleem Jaffar (Pakistan),1986-1992,14,14,6,42,10*,5.25,0,0,4
Saleem Malik (Pakistan),1982-1999,103,154,22,5768,237,43.69,15,29,12
Saleem Yousuf (Pakistan),1982-1990,32,44,5,1055,91*,27.05,0,5,2
Salman Butt (Pakistan),2003-2010,33,62,0,1889,122,30.46,3,10,6
Sami Aslam (Pakistan),2015-2017,13,25,1,758,91,31.58,0,7,0
Saqlain Mushtaq (Pakistan),1995-2004,49,78,14,927,101*,14.48,1,2,13
Sarfraz Ahmed (Pakistan),2010-2018,41,72,12,2267,112,37.78,3,14,1
Sarfraz Nawaz (Pakistan),1969-1984,55,72,13,1045,90,17.71,0,4,6
Shabbir Ahmed (Pakistan),2003-2005,10,15,5,88,24*,8.8,0,0,4
Shadab Kabir (Pakistan),1996-2002,5,7,0,148,55,21.14,0,1,0
Shadab Khan (Pakistan),2017-2018,4,7,1,188,56,31.33,0,3,0
Shafiq Ahmed (Pakistan),1974-1981,6,10,1,99,27*,11,0,0,3
Shafqat Rana (Pakistan),1964-1969,5,7,0,221,95,31.57,0,2,1
Shahid Afridi (Pakistan),1998-2010,27,48,1,1716,156,36.51,5,8,6
Shahid Israr (Pakistan),1976-1976,1,1,1,7,7*,-,0,0,0
Shahid Mahboob (Pakistan),1989-1989,1,-,-,-,-,-,-,-,-
Shahid Mahmood (Pakistan),1962-1962,1,2,0,25,16,12.5,0,0,0
Shahid Nazir (Pakistan),1996-2007,15,19,3,194,40,12.12,0,0,3
Shahid Saeed (Pakistan),1989-1989,1,1,0,12,12,12,0,0,0
Shakeel Ahmed (Pakistan),1998-1998,1,1,0,1,1,1,0,0,0
Shakeel Ahmed (Pakistan),1993-1995,3,5,0,74,33,14.8,0,0,1
Shan Masood (Pakistan),2013-2017,12,24,0,565,125,23.54,1,3,2
Sharjeel Khan (Pakistan),2017-2017,1,2,0,44,40,22,0,0,0
DA Sharpe (Pakistan),1959-1959,3,6,0,134,56,22.33,0,1,0
Shoaib Akhtar (Pakistan),1997-2007,46,67,13,544,47,10.07,0,0,11
Shoaib Malik (Pakistan),2001-2015,35,60,6,1898,245,35.14,3,8,6
Shoaib Mohammad (Pakistan),1983-1995,45,68,7,2705,203*,44.34,7,13,6
Shujauddin (Pakistan),1954-1962,19,32,6,395,47,15.19,0,0,3
Sikander Bakht (Pakistan),1976-1983,26,35,12,146,22*,6.34,0,0,4
Sohail Khan (Pakistan),2009-2016,9,12,2,252,65,25.2,0,1,0
Sohail Tanvir (Pakistan),2007-2007,2,3,0,17,13,5.66,0,0,1
Tahir Naqqash (Pakistan),1982-1985,15,19,5,300,57,21.42,0,1,1
Talat Ali (Pakistan),1972-1979,10,18,2,370,61,23.12,0,2,2
Tanvir Ahmed (Pakistan),2010-2013,5,7,2,170,57,34,0,1,0
Taslim Arif (Pakistan),1980-1980,6,10,2,501,210*,62.62,1,2,1
Taufeeq Umar (Pakistan),2001-2014,44,83,5,2963,236,37.98,7,14,6
Tauseef Ahmed (Pakistan),1980-1993,34,38,20,318,35*,17.66,0,0,6
Umar Akmal (Pakistan),2009-2011,16,30,2,1003,129,35.82,1,6,1
Umar Amin (Pakistan),2010-2010,4,8,0,99,33,12.37,0,0,1
Umar Gul (Pakistan),2003-2013,47,67,9,577,65*,9.94,0,1,15
Usman Salahuddin (Pakistan),2018-2018,1,2,0,37,33,18.5,0,0,0
Wahab Riaz (Pakistan),2010-2017,26,40,4,299,39,8.3,0,0,9
Wajahatullah Wasti (Pakistan),1999-2000,6,10,1,329,133,36.55,2,0,0
Waqar Hasan (Pakistan),1952-1959,21,35,1,1071,189,31.5,1,6,0
Waqar Younis (Pakistan),1989-2003,87,120,21,1010,45,10.2,0,0,21
Wasim Akram (Pakistan),1985-2002,104,147,19,2898,257*,22.64,3,7,17
Wasim Bari (Pakistan),1967-1984,81,112,26,1366,85,15.88,0,6,19
Wasim Raja (Pakistan),1973-1985,57,92,14,2821,125,36.16,4,18,8
Wazir Mohammad (Pakistan),1952-1959,20,33,4,801,189,27.62,2,3,8
Yasir Ali (Pakistan),2003-2003,1,2,2,1,1*,-,0,0,0
Yasir Arafat (Pakistan),2007-2009,3,3,1,94,50*,47,0,1,1
Yasir Hameed (Pakistan),2003-2010,25,49,3,1491,170,32.41,2,8,1
Yasir Shah (Pakistan),2014-2017,28,41,6,445,38*,12.71,0,0,6
Younis Ahmed (Pakistan),1969-1987,4,7,1,177,62,29.5,0,1,1
Younis Khan (Pakistan),2000-2017,118,213,19,10099,313,52.05,34,33,19
Zaheer Abbas (Pakistan),1969-1985,78,124,11,5062,274,44.79,12,20,10
Zahid Fazal (Pakistan),1990-1995,9,16,0,288,78,18,0,1,0
Zahoor Elahi (Pakistan),1996-1996,2,3,0,30,22,10,0,0,0
Zakir Khan (Pakistan),1986-1989,2,2,2,9,9*,-,0,0,0
Zulfiqar Ahmed (Pakistan),1952-1956,9,10,4,200,63*,33.33,0,1,1
Zulfiqar Babar (Pakistan),2013-2016,15,18,9,144,56,16,0,1,2
Zulqarnain (Pakistan),1986-1986,3,4,0,24,13,6,0,0,0
Zulqarnain Haider (Pakistan),2010-2010,1,2,0,88,88,44,0,1,1
KJ Abbott (South Africa),2013-2017,11,14,0,95,17,6.78,0,0,4
HD Ackerman (South Africa),1998-1998,4,8,0,161,57,20.12,0,1,0
PR Adams (South Africa),1995-2004,45,55,15,360,35,9,0,0,8
NAT Adcock (South Africa),1953-1962,26,39,12,146,24,5.4,0,0,9
HM Amla (South Africa),2004-2018,117,201,14,8982,311*,48.03,28,39,11
JH Anderson (South Africa),1902-1902,1,2,0,43,32,21.5,0,0,0
WH Ashley (South Africa),1889-1889,1,2,0,1,1,0.5,0,0,1
A Bacher (South Africa),1965-1970,12,22,1,679,73,32.33,0,6,1
AM Bacher (South Africa),1996-1999,19,33,1,833,96,26.03,0,5,3
XC Balaskas (South Africa),1930-1939,9,13,1,174,122*,14.5,1,0,5
EJ Barlow (South Africa),1961-1970,30,57,2,2516,201,45.74,6,15,3
HV Baumgartner (South Africa),1913-1913,1,2,0,19,16,9.5,0,0,0
T Bavuma (South Africa),2014-2018,29,46,6,1395,102*,34.87,1,10,4
R Beaumont (South Africa),1912-1914,5,9,0,70,31,7.77,0,0,2
DW Begbie (South Africa),1948-1950,5,7,0,138,48,19.71,0,0,0
AJ Bell (South Africa),1929-1935,16,23,12,69,26*,6.27,0,0,6
M Bisset (South Africa),1899-1910,3,6,2,103,35,25.75,0,0,0
GF Bissett (South Africa),1927-1928,4,4,2,38,23,19,0,0,0
JM Blanckenberg (South Africa),1913-1924,18,30,7,455,59,19.78,0,2,2
KC Bland (South Africa),1961-1966,21,39,5,1669,144*,49.08,3,9,2
EG Bock (South Africa),1935-1935,1,2,2,11,9*,-,0,0,0
N Boje (South Africa),2000-2006,43,62,10,1312,85,25.23,0,4,5
GE Bond (South Africa),1938-1938,1,1,0,0,0,0,0,0,1
T Bosch (South Africa),1992-1992,1,2,2,5,5*,-,0,0,0
J Botha (South Africa),2006-2010,5,6,2,83,25,20.75,0,0,0
JT Botten (South Africa),1965-1965,3,6,0,65,33,10.83,0,0,2
MV Boucher (South Africa),1997-2012,146,204,24,5498,125,30.54,5,35,16
WH Brann (South Africa),1922-1923,3,5,0,71,50,14.2,0,1,1
AW Briscoe (South Africa),1935-1939,2,3,0,33,16,11,0,0,0
HD Bromfield (South Africa),1961-1965,9,12,7,59,21,11.8,0,0,3
LS Brown (South Africa),1931-1932,2,3,0,17,8,5.66,0,0,0
CGD Burger (South Africa),1958-1958,2,4,1,62,37*,20.66,0,0,0
SF Burke (South Africa),1962-1965,2,4,1,42,20,14,0,0,1
ID Buys (South Africa),1922-1922,1,2,1,4,4*,4,0,0,1
HB Cameron (South Africa),1927-1935,26,45,4,1239,90,30.21,0,10,3
T Campbell (South Africa),1910-1912,5,9,3,90,48,15,0,0,1
PR Carlstein (South Africa),1958-1964,8,14,1,190,42,14.61,0,0,1
CP Carter (South Africa),1912-1924,10,15,5,181,45,18.1,0,0,3
RH Catterall (South Africa),1922-1931,24,43,2,1555,120,37.92,3,11,3
HW Chapman (South Africa),1914-1921,2,4,1,39,17,13,0,0,0
JE Cheetham (South Africa),1949-1955,24,43,6,883,89,23.86,0,5,1
GA Chevalier (South Africa),1970-1970,1,2,1,0,0*,0,0,0,1
JAJ Christy (South Africa),1929-1932,10,18,0,618,103,34.33,1,5,1
GWA Chubb (South Africa),1951-1951,5,9,3,63,15*,10.5,0,0,0
JAK Cochran (South Africa),1931-1931,1,1,0,4,4,4,0,0,0
SK Coen (South Africa),1927-1928,2,4,2,101,41*,50.5,0,0,0
JMM Commaille (South Africa),1910-1928,12,22,1,355,47,16.9,0,0,1
JB Commins (South Africa),1994-1995,3,6,1,125,45,25,0,0,1
DP Conyngham (South Africa),1923-1923,1,2,2,6,3*,-,0,0,0
FJ Cook (South Africa),1896-1896,1,2,0,7,7,3.5,0,0,1
SC Cook (South Africa),2016-2017,11,19,0,632,117,33.26,3,2,3
SJ Cook (South Africa),1992-1993,3,6,0,107,43,17.83,0,0,1
AHC Cooper (South Africa),1913-1913,1,2,0,6,6,3,0,0,1
JL Cox (South Africa),1913-1914,3,6,1,17,12*,3.4,0,0,3
G Cripps (South Africa),1892-1892,1,2,0,21,18,10.5,0,0,0
RJ Crisp (South Africa),1935-1936,9,13,1,123,35,10.25,0,0,5
WJ Cronje (South Africa),1992-2000,68,111,9,3714,135,36.41,6,23,11
DJ Cullinan (South Africa),1993-2001,70,115,12,4554,275*,44.21,14,20,10
SH Curnow (South Africa),1930-1932,7,14,0,168,47,12,0,0,0
EL Dalton (South Africa),1929-1939,15,24,2,698,117,31.72,2,3,1
EQ Davies (South Africa),1936-1939,5,8,3,9,3,1.8,0,0,2
AC Dawson (South Africa),2003-2003,2,1,0,10,10,10,0,0,0
OC Dawson (South Africa),1947-1949,9,15,1,293,55,20.92,0,1,1
HG Deane (South Africa),1924-1931,17,27,2,628,93,25.12,0,3,1
TB de Bruyn (South Africa),2017-2018,5,10,1,130,48,14.44,0,0,2
Z de Bruyn (South Africa),2004-2004,3,5,1,155,83,38.75,0,1,0
Q de Kock (South Africa),2014-2018,33,54,5,1872,129*,38.2,3,13,4
M de Lange (South Africa),2011-2012,2,2,0,9,9,4.5,0,0,1
AB de Villiers (South Africa),2004-2018,114,191,18,8765,278*,50.66,22,46,8
PS de Villiers (South Africa),1993-1998,18,26,7,359,67*,18.89,0,2,3
F de Wet (South Africa),2009-2010,2,2,0,20,20,10,0,0,1
HH Dippenaar (South Africa),1999-2007,38,62,5,1718,177*,30.14,3,7,8
CD Dixon (South Africa),1914-1914,1,2,0,0,0,0,0,0,2
AA Donald (South Africa),1992-2002,72,94,33,652,37,10.68,0,0,17
RR Dower (South Africa),1899-1899,1,2,0,9,9,4.5,0,0,1
RG Draper (South Africa),1950-1950,2,3,0,25,15,8.33,0,0,0
CAR Duckworth (South Africa),1957-1957,2,4,0,28,13,7,0,0,0
R Dumbrill (South Africa),1965-1967,5,10,0,153,36,15.3,0,0,0
JP Duminy (South Africa),1927-1929,3,6,0,30,12,5,0,0,1
JP Duminy (South Africa),2008-2017,46,74,10,2103,166,32.85,6,8,9
OR Dunell (South Africa),1889-1889,2,4,1,42,26*,14,0,0,1
F du Plessis (South Africa),2012-2018,52,86,12,3197,137,43.2,8,17,7
JH du Preez (South Africa),1967-1967,2,2,0,0,0,0,0,0,2
JF du Toit (South Africa),1892-1892,1,2,2,2,2*,-,0,0,0
DV Dyer (South Africa),1947-1947,3,6,0,96,62,16,0,1,0
CE Eksteen (South Africa),1993-2000,7,11,2,91,22,10.11,0,0,1
D Elgar (South Africa),2012-2018,49,82,7,3194,199,42.58,11,12,6
MK Elgie (South Africa),1961-1962,3,6,0,75,56,12.5,0,1,2
S Elworthy (South Africa),1998-2002,4,5,1,72,48,18,0,0,0
WR Endean (South Africa),1951-1958,28,52,4,1630,162*,33.95,3,8,3
WS Farrer (South Africa),1962-1964,6,10,2,221,40,27.62,0,0,0
GA Faulkner (South Africa),1906-1924,25,47,4,1754,204,40.79,4,8,2
JP Fellows-Smith (South Africa),1960-1960,4,8,2,166,35,27.66,0,0,0
CG Fichardt (South Africa),1892-1896,2,4,0,15,10,3.75,0,0,1
CE Finlason (South Africa),1889-1889,1,2,0,6,6,3,0,0,1
CE Floquet (South Africa),1910-1910,1,2,1,12,11*,12,0,0,0
HH Francis (South Africa),1899-1899,2,4,0,39,29,9.75,0,0,0
CM Francois (South Africa),1922-1923,5,9,1,252,72,31.5,0,1,0
CN Frank (South Africa),1921-1921,3,6,0,236,152,39.33,1,0,0
WHB Frank (South Africa),1896-1896,1,2,0,7,5,3.5,0,0,0
ERH Fuller (South Africa),1953-1958,7,9,1,64,17,8,0,0,2
GM Fullerton (South Africa),1947-1951,7,13,0,325,88,25,0,3,1
KJ Funston (South Africa),1952-1958,18,33,1,824,92,25.75,0,5,2
D Gamsy (South Africa),1970-1970,2,3,1,39,30*,19.5,0,0,0
HH Gibbs (South Africa),1996-2008,90,154,7,6167,228,41.95,14,26,11
RA Gleeson (South Africa),1896-1896,1,2,1,4,3,4,0,0,0
GK Glover (South Africa),1896-1896,1,2,1,21,18*,21,0,0,0
TL Goddard (South Africa),1955-1970,41,78,5,2516,112,34.46,1,18,4
N Gordon (South Africa),1938-1939,5,6,2,8,7*,2,0,0,3
R Graham (South Africa),1899-1899,2,4,0,6,4,1.5,0,0,2
RE Grieveson (South Africa),1939-1939,2,2,0,114,75,57,0,1,0
GM Griffin (South Africa),1960-1960,2,4,0,25,14,6.25,0,0,1
AE Hall (South Africa),1923-1931,7,8,2,11,5,1.83,0,0,4
AJ Hall (South Africa),2002-2007,21,33,4,760,163,26.2,1,3,7
GG Hall (South Africa),1965-1965,1,1,0,0,0,0,0,0,1
EA Halliwell (South Africa),1892-1902,8,15,0,188,57,12.53,0,1,3
CG Halse (South Africa),1964-1964,3,3,3,30,19*,-,0,0,0
PAM Hands (South Africa),1913-1924,7,12,0,300,83,25,0,2,2
RHM Hands (South Africa),1914-1914,1,2,0,7,7,3.5,0,0,1
MA Hanley (South Africa),1949-1949,1,1,0,0,0,0,0,0,1
SR Harmer (South Africa),2015-2015,5,6,1,58,13,11.6,0,0,0
PL Harris (South Africa),2007-2011,37,48,5,460,46,10.69,0,0,9
TA Harris (South Africa),1947-1949,3,5,1,100,60,25,0,1,0
GPD Hartigan (South Africa),1912-1914,5,10,0,114,51,11.4,0,1,3
RL Harvey (South Africa),1936-1936,2,4,0,51,28,12.75,0,0,0
CMH Hathorn (South Africa),1902-1911,12,20,1,325,102,17.1,1,0,1
M Hayward (South Africa),1999-2004,16,17,8,66,14,7.33,0,0,3
F Hearne (South Africa),1892-1896,4,8,0,121,30,15.12,0,0,2
GAL Hearne (South Africa),1922-1924,3,5,0,59,28,11.8,0,0,2
PS Heine (South Africa),1955-1962,14,24,3,209,31,9.95,0,0,3
CW Henderson (South Africa),2001-2002,7,7,0,65,30,9.28,0,0,1
O Henry (South Africa),1992-1993,3,3,0,53,34,17.66,0,0,0
CFW Hime (South Africa),1896-1896,1,2,0,8,8,4,0,0,1
AC Hudson (South Africa),1992-1998,35,63,3,2007,163,33.45,4,13,7
P Hutchinson (South Africa),1889-1889,2,4,0,14,11,3.5,0,0,2
Imran Tahir (South Africa),2011-2015,20,23,9,130,29*,9.28,0,0,2
DEJ Ironside (South Africa),1953-1954,3,4,2,37,13,18.5,0,0,0
BL Irvine (South Africa),1970-1970,4,7,0,353,102,50.42,1,2,0
SD Jack (South Africa),1994-1995,2,2,0,7,7,3.5,0,0,1
CL Johnson (South Africa),1896-1896,1,2,0,10,7,5,0,0,0
JH Kallis (South Africa),1995-2013,165,278,39,13206,224,55.25,45,58,16
HJ Keith (South Africa),1953-1957,8,16,1,318,73,21.2,0,2,3
JM Kemp (South Africa),2001-2005,4,6,0,80,55,13.33,0,1,2
GA Kempis (South Africa),1889-1889,1,2,1,0,0*,0,0,0,1
I Khan (South Africa),2009-2009,1,1,0,20,20,20,0,0,0
G Kirsten (South Africa),1993-2004,101,176,15,7289,275,45.27,21,34,13
PN Kirsten (South Africa),1992-1994,12,22,2,626,104,31.3,1,4,2
RK Kleinveldt (South Africa),2012-2013,4,5,2,27,17*,9,0,0,2
L Klusener (South Africa),1996-2004,49,69,11,1906,174,32.86,4,8,4
JJ Kotze (South Africa),1902-1907,3,5,0,2,2,0.4,0,0,4
HG Kuhn (South Africa),2017-2017,4,8,0,113,34,14.12,0,0,0
AP Kuiper (South Africa),1992-1992,1,2,0,34,34,17,0,0,1
F Kuys (South Africa),1899-1899,1,2,0,26,26,13,0,0,1
HR Lance (South Africa),1962-1970,13,22,1,591,70,28.14,0,5,1
CK Langeveldt (South Africa),2005-2006,6,4,2,16,10,8,0,0,1
ACB Langton (South Africa),1935-1939,15,23,4,298,73*,15.68,0,2,5
GB Lawrence (South Africa),1961-1962,5,8,0,141,43,17.62,0,0,2
FL le Roux (South Africa),1914-1914,1,2,0,1,1,0.5,0,0,1
PT Lewis (South Africa),1913-1913,1,2,0,0,0,0,0,0,2
GFJ Liebenberg (South Africa),1998-1998,5,8,0,104,45,13,0,0,2
DT Lindsay (South Africa),1963-1970,19,31,1,1130,182,37.66,3,5,2
JD Lindsay (South Africa),1947-1947,3,5,2,21,9*,7,0,0,2
NV Lindsay (South Africa),1921-1921,1,2,0,35,29,17.5,0,0,0
WVS Ling (South Africa),1921-1923,6,10,0,168,38,16.8,0,0,3
CB Llewellyn (South Africa),1896-1912,15,28,1,544,90,20.14,0,4,6
EB Lundie (South Africa),1914-1914,1,2,1,1,1,1,0,0,0
MJ Macaulay (South Africa),1965-1965,1,2,0,33,21,16.5,0,0,0
CN McCarthy (South Africa),1948-1951,15,24,15,28,5,3.11,0,0,6
DJ McGlew (South Africa),1951-1962,34,64,6,2440,255*,42.06,7,10,4
ND McKenzie (South Africa),2000-2009,58,94,7,3253,226,37.39,5,16,9
AH McKinnon (South Africa),1960-1967,8,13,7,107,27,17.83,0,0,0
R McLaren (South Africa),2010-2014,2,3,1,47,33*,23.5,0,0,0
RA McLean (South Africa),1951-1964,40,73,3,2120,142,30.28,5,10,11
BM McMillan (South Africa),1992-1998,38,62,12,1968,113,39.36,3,13,3
Q McMillan (South Africa),1929-1932,13,21,4,306,50*,18,0,1,4
KA Maharaj (South Africa),2016-2018,20,29,6,389,45,16.91,0,0,4
NBF Mann (South Africa),1947-1951,19,31,1,400,52,13.33,0,1,4
PNF Mansell (South Africa),1951-1955,13,22,2,355,90,17.75,0,2,3
LA Markham (South Africa),1949-1949,1,1,0,20,20,20,0,0,0
AK Markram (South Africa),2017-2018,10,18,0,1000,152,55.55,4,3,1
WFE Marx (South Africa),1921-1921,3,6,0,125,36,20.83,0,0,1
CR Matthews (South Africa),1992-1995,18,25,6,348,62*,18.31,0,1,4
DJ Meintjes (South Africa),1923-1923,2,3,0,43,21,14.33,0,0,0
MG Melle (South Africa),1950-1953,7,12,4,68,17,8.5,0,0,1
A Melville (South Africa),1938-1949,11,19,2,894,189,52.58,4,3,2
J Middleton (South Africa),1896-1902,6,12,5,52,22,7.42,0,0,2
CH Mills (South Africa),1892-1892,1,2,0,25,21,12.5,0,0,0
WH Milton (South Africa),1889-1892,3,6,0,68,21,11.33,0,0,0
B Mitchell (South Africa),1929-1949,42,80,9,3471,189*,48.88,8,21,3
F Mitchell (South Africa),1912-1912,3,6,0,28,12,4.66,0,0,1
DPB Morkel (South Africa),1927-1932,16,28,1,663,88,24.55,0,4,3
JA Morkel (South Africa),2009-2009,1,1,0,58,58,58,0,1,0
M Morkel (South Africa),2006-2018,86,104,23,944,40,11.65,0,0,22
CH Morris (South Africa),2016-2017,4,7,0,173,69,24.71,0,1,0
ARA Murray (South Africa),1952-1954,10,14,1,289,109,22.23,1,1,1
A Nel (South Africa),2001-2008,36,42,8,337,34,9.91,0,0,11
JD Nel (South Africa),1949-1957,6,11,0,150,38,13.63,0,0,1
C Newberry (South Africa),1913-1914,4,8,0,62,16,7.75,0,0,1
ES Newson (South Africa),1930-1939,3,5,1,30,16,7.5,0,0,0
M Ngam (South Africa),2000-2001,3,1,1,0,0*,-,0,0,0
L Ngidi (South Africa),2018-2018,3,5,1,11,5,2.75,0,0,1
F Nicholson (South Africa),1935-1936,4,8,1,76,29,10.85,0,0,4
JFW Nicolson (South Africa),1928-1928,3,5,0,179,78,35.8,0,1,0
NO Norton (South Africa),1910-1910,1,2,0,9,7,4.5,0,0,0
AD Nourse (South Africa),1935-1951,34,62,7,2960,231,53.81,9,14,3
AW Nourse (South Africa),1902-1924,45,83,8,2234,111,29.78,1,15,3
M Ntini (South Africa),1998-2009,101,116,45,699,32*,9.84,0,0,21
EP Nupen (South Africa),1921-1936,17,31,7,348,69,14.5,0,2,5
AE Ochse (South Africa),1889-1889,2,4,0,16,8,4,0,0,0
AL Ochse (South Africa),1928-1929,3,4,1,11,4*,3.66,0,0,0
